-0,000738085581395349    -1,65375171488372
0,00114261325581395    -1,67740948686047
0,00227812953488372    -1,67632897215116
0,00335154726744186    -1,67207965732558
0,00516305058139535    -1,6176050380814
0,00665696418604651    -1,54071284354651
0,00810474744186047    -1,46118234790698
0,00917106819767442    -1,37623685901163
0,0106720787790698    -1,27848310133721
0,0127568156976744    -1,18879683197674
0,0143146020930233    -1,11253271988372
0,0157854505232558    -1,0332541669186
0,0171764579651163    -0,961526797209302
0,0185816593604651    -0,890903007383721
0,0196763680232558    -0,835072865581395
0,0207178493604651    -0,790138357325581
0,0218498171511628    -0,743457992790698
0,0228912984883721    -0,706360321104651
0,0244189227325581    -0,64506195872093
0,0258844484302326    -0,601992181104651
0,0272843270930233    -0,663178766104651
0,0284038751744186    -0,743278794127907
0,0306287773837209    -0,725884104127907
0,0318476831395349    -0,70999574744186
0,0333557906976744    -0,689336448139535
0,0348088966860465    -0,677424172674419
0,0362992618023256    -0,642867218662791
0,0379723740697674    -0,630999299302326
0,0400127548837209    -0,599701631860465
0,041999908372093    -0,59194463627907
0,0435896311627907    -0,560052597034884
0,0451527402906977    -0,533151506686046
0,0466093947674419    -0,513732404069767
0,0481405675    -0,506660266744186
0,0498722298255814    -0,491589836627907
0,0513271100581395    -0,478394782616279
0,053097805755814    -0,466688319476744
0,0549341484883721    -0,454293449593023
0,0570827581976744    -0,442221492151163
0,0591870118023256    -0,432697349360465
0,0611315834302326    -0,425595049883721
0,0631808354651163    -0,414686996627907
0,0650916964534884    -0,402251319127907
0,0670540105232558    -0,396795518255814
0,0689364836046512    -0,367396292093023
0,0708047627325581    -0,375827500465116
0,0728025616860465    -0,384067090465116
0,0749298804651163    -0,410639945639535
0,0770430052906977    -0,381764121511628
0,0794524288953488    -0,368943433023256
0,0818760464534884    -0,360435932151163
0,0842233715116279    -0,354554312674419
0,0868439301744186    -0,392597656511628
0,0893899705813954    -0,372037714883721
0,0920300459302326    -0,350072571860465
0,0958162830232558    -0,355162878430233
0,0999609174418605    -0,341815239418605
0,104298944476744    -0,368675522151163
0,108445353139535    -0,195954624883721
0,1123788525    -0,226531949186047
0,116427677732558    -0,276065298372093
0,121791217906977    -0,295349558430233
0,126931203313953    -0,2109487625
0,132198934302326    -0,230240119534884
0,137502150174419    -0,2698465725
0,142535680930233    -0,284940067790698
0,147203717383721    -0,28900486122093
0,151156733430233    -0,289501649593023
0,154737158197674    -0,28798644505814
0,157973379593023    -0,281597391744186
0,160379254709302    -0,280843337965116
0,162925295116279    -0,282867750581395
0,164672925639535    -0,285165396802326
0,16717460994186    -0,285692347325581
0,169404834883721    -0,28808048
0,17151441122093    -0,2907507175
0,173872381744186    -0,379961489418605
0,176058250581395    -0,417981768081395
0,178240570930233    -0,34306963005814
0,179981104476744    -0,307536841744186
0,182009065581395    -0,292629642093023
0,184131061627907    -0,286228169069767
0,186650488372093    -0,292090271860465
0,18975718994186    -0,286597211860465
0,192725500465116    -0,381008293488372
0,194812011627907    -0,384932921627907
0,196417702616279    -0,336362987034884
0,197719997848837    -0,371647381162791
0,199107456802326    -0,327908713488372
0,200890572209302    -0,240126208139535
0,202409325232558    -0,264000437906977
0,203409998953488    -0,180474344360465
-0,200290877674419    -0,0303342528488372
-0,199002776395349    -0,0306128091860465
-0,197718223604651    -0,031698646627907
-0,195752361046512    -0,0318742968023256
-0,193160190290698    -0,0330151358139535
-0,190683345406977    -0,0341719430232558
-0,188829260232558    -0,0349863211046512
-0,186677102034884    -0,0355931126162791
-0,184106222209302    -0,036008285755814
-0,181563730290698    -0,0366133030232558
-0,179603190465116    -0,0368226638372093
-0,178002822209302    -0,0361945813953488
-0,176351000872093    -0,0369770230813954
-0,174159809302326    -0,0373975189534884
-0,172232980116279    -0,0375980085465116
-0,170121629534884    -0,0385223897674419
-0,167634139186047    -0,0402398581395349
-0,164915997093023    -0,0399683987790698
-0,163328048546512    -0,041313275872093
-0,161470414883721    -0,0423760481395349
-0,159463744709302    -0,0434299491860465
-0,157244165232558    -0,0443685243604651
-0,154696350581395    -0,0443614273837209
-0,152235473895349    -0,046231480755814
-0,149652174360465    -0,047760879244186
-0,147042261162791    -0,0498048085465116
-0,144222987151163    -0,0513004963953488
-0,140901602034884    -0,0526453734883721
-0,13749682744186    -0,0538270201162791
-0,134202055988372    -0,0554078716860465
-0,130632276686047    -0,0577303573255814
-0,126771521337209    -0,0614651413372093
-0,122857538662791    -0,0650349206395349
-0,118911619593023    -0,0690447125
-0,114408587848837    -0,0731361195930233
-0,109745874127907    -0,0779425470930233
-0,105056546744186    -0,0824686440116279
-0,100298023837209    -0,088344940755814
-0,0948830305813954    -0,0966395323255814
-0,0897306254651163    -0,10591173244186
-0,0843369231395349    -0,115026024825581
-0,0786114371511628    -0,126854910813954
-0,0728682087209302    -0,140442072790698
-0,0672456288953488    -0,156648019186047
-0,0623274240116279    -0,171592477965116
-0,058212951744186    -0,189191206046512
-0,0546751088372093    -0,204529547034884
-0,0517759938372093    -0,219745465174419
-0,0487420362790698    -0,235333974593023
-0,0461445427906977    -0,25289189505814
-0,0439125436046512    -0,269128003604651
-0,0420052311046512    -0,287161421511628
-0,0399666245348837    -0,308404447151163
-0,0380202786627907    -0,33172866122093
-0,0358095704069767    -0,355015616162791
-0,0339767761627907    -0,378359346918605
-0,0322255971511628    -0,40099338
-0,0297381068023256    -0,435740178139535
-0,0277225654069767    -0,467538182441861
-0,0258276726162791    -0,507611261627907
-0,0245910244186046    -0,540353163837209
-0,0232479215697674    -0,579549766395349
-0,0215233562209302    -0,641650087151163
-0,0197650802325581    -0,766217997209302
-0,0187502125581395    -0,897476582093023
-0,0174958219186047    -1,00333331296512
-0,0163035298255814    -0,99623633622093
-0,014990589127907    -1,0625380672093
-0,0135569998255814    -1,1946518377907
