-0,118365152383721    -0,0211401194767442
-0,0860508430232558    -0,00949398063953488
-0,0714860725    0,0174993704069767
-0,0636971405232558    0,0209680177906977
-0,062597109127907    0,00465916523255814
-0,0605478570930233    -0,00417124808139535
-0,0601841370348837    0,00514530813953488
-0,0511071037790698    0,0133387677906977
-0,0259465469767442    0,0272843270930233
-2,66136627906977E-5    0,0351903591860465
0,00819345965116279    0,0234395399418605
0,0151147862209302    0,0155689927325581
0,0333398225    0,0584098928488372
0,038643038372093    0,0684751801162791
0,0412919849418605    0,033646766744186
0,0604502736627907    0,0798445368604651
0,0749760108139535    0,0527323114534884
0,0982789339534884    -0,111972550581395
0,100235925290698    0,0771175235465116
0,119002106046512    0,0650544373255814
0,126528449883721    0,0731893469186047
