-0,199811831744186    -0,0380060847093023
-0,198617765406977    0,0356960187790698
-0,197260468604651    0,186237089476744
-0,195085245232558    0,134370609186047
-0,192670498895349    0,0182285847674419
-0,190452693662791    -0,0638319830813953
-0,187825038023256    -0,0209839859883721
-0,184574622674419    0,055732558372093
-0,181608086395349    0,220792269244186
-0,17790523877907    0,215866967383721
-0,174865958488372    0,208360140232558
-0,172043135988372    0,214507896337209
-0,168911595    0,202648848197674
-0,166031996686047    0,181668410697674
-0,163764512616279    0,106532717906977
-0,161709937848837    -0,043793669244186
-0,15960391    -0,0475107108139535
-0,157716114186047    -0,0609151256395349
-0,15532265877907    -0,071143643372093
-0,152657744011628    -0,053899764127907
-0,149613140988372    -0,0463503551162791
-0,146770801802326    0,0014264923255814
-0,143782974593023    0,074880201627907
-0,140663853313954    0,120930709476744
-0,1375553775    0,036545881744186
-0,134430933488372    -0,0783754626744186
-0,131363265290698    -0,106844984883721
-0,128235272790698    -0,114291487732558
-0,125297124418605    -0,0897962725
-0,122098162151163    -0,0645168413372093
-0,11903404244186    -0,0115396841860465
-0,116179283546512    0,134672230697674
-0,113580015813954    0,194364902093023
-0,110932843488372    0,202742883139535
-0,107905982906977    0,213899330581395
-0,104738957034884    0,210201805697674
-0,101660643372093    0,206128141046512
-0,099142990872093    0,213109791918605
-0,0958304769767442    0,232294694302326
-0,0924469933139535    0,284828290406977
-0,089569169244186    0,438041372848837
-0,0869965151744186    0,272344708313953
-0,0844043444186046    -0,12184799372093
-0,0818955631395349    -0,117407060523256
-0,0793601681976744    -0,12811284994186
-0,0766899306976744    -0,143917817151163
-0,0737109747093023    -0,138057488604651
-0,0708296021511628    -0,147877930174419
-0,0683084011627907    -0,164525663372093
-0,0655121923255814    -0,176689881511628
-0,0624906544767442    -0,186987594767442
-0,0594265347674419    -0,21942610122093
-0,056454675755814    -0,243986963488372
-0,0535165273837209    -0,271289033023256
-0,050466601627907    -0,292125756744186
-0,0477342655813953    -0,291093146627907
-0,0449309597674419    -0,292202049244186
-0,0424523406395349    -0,228221029651163
-0,040284214244186    -0,0949699685465116
-0,0378517254651163    -0,0880149313372093
-0,0353731063372093    -0,127804131453488
-0,0331446556395349    -0,145496894476744
-0,0305489363953488    -0,204797457906977
-0,0278964413372093    -0,263021055116279
-0,025176525    -0,344189178139535
-0,0234111520348837    -0,395883556744186
-0,0217238458139535    -0,451823701686047
-0,0200063774418605    -0,518068656860465
-0,0182889090697674    -0,581389657616279
-0,0165519240116279    -0,602515583139535
-0,0152283378488372    -0,663542486162791
-0,0140076578488372    -0,786229697383721
-0,012359385    -0,88634852255814
-0,0109985397093023    -0,969684771976744
-0,00916219697674419    -1,05514301744186
-0,00729036936046512    -1,14751016976744
-0,00543450994186047    -1,23039753540698
-0,00349526104651163    -1,34511839023256
-0,00161811069767442    -1,35304571325581
-0,00095099488372093    -1,65950736302326
0,000649373372093023    -1,39371139
0,00106099802325581    -1,68373821587209
0,00193215191860465    -1,37042620930233
0,00232425988372093    -1,65140616406977
0,00426173453488372    -1,55282560860465
0,00592597558139535    -1,50031330343023
0,00730456331395349    -1,41393422523256
0,00841169168604651    -1,28003911348837
0,01098612    -1,19087979465116
0,012627295872093    -1,14435201511628
0,0141691140697674    -1,05298376226744
0,0155406048255814    -0,937444980872093
0,0167506393604651    -0,854738588139535
0,0181079361627907    -0,798512789883721
0,0194137798837209    -0,786650193255814
0,0213494802906977    -0,679178900174419
0,0224530601744186    -0,624897673546512
0,0235229294186046    -0,625543498430233
0,0246211865697674    -0,613640094186047
0,0260991319767442    -0,578875553604651
0,0274315893604651    -0,537423886686047
0,029028409127907    -0,480334031511628
0,0306394228488372    -0,445789497209302
0,0323356002906977    -0,410253160406977
0,0338632245348837    -0,425124875174419
0,0357208581976744    -0,403031986569767
0,0376654298255814    -0,3864215125
0,039558548372093    -0,352304571046512
0,041540379127907    -0,296985411569767
0,0432472020348837    -0,273497967034884
0,045014349244186    -0,0612930396511628
0,0469997284883721    -0,14375281244186
0,0491873715697674    -0,237500326744186
0,0510929098255814    -0,231308214534884
0,0528227979069767    -0,197288856511628
0,054394778255814    -0,209208228953488
0,0560785359883721    -0,223427021860465
0,0584276352906977    -0,219356905697674
0,0602409128488372    -0,2193409375
0,0622706481976744    -0,21348415744186
0,0639916650581395    -0,217811539011628
0,0661030156395349    -0,186132409069767
0,0682533995930233    -0,147366947848837
0,0703647501744186    -0,15738255627907
0,0720644761046512    -0,16539326877907
0,0740072734883721    -0,181968257965116
0,0764255683139535    -0,153555511569767
0,0789077359302326    -0,124177576337209
0,081288771627907    -0,123723369825581
0,0836414194186046    -0,141307903953488
0,0858343852325581    -0,165756988837209
0,0882934876744186    -0,14023448622093
0,0907454931395349    0,0464035824418605
0,0935771868604651    0,126008596337209
0,0962190364534884    0,177005696976744
0,0988041102325581    0,157036578662791
0,102200013604651    0,0549022120930233
0,105810600523256    -0,0180866452325581
0,108990046104651    -0,0451385463372093
0,111919323255814    -0,0801284159302326
0,114708435116279    -0,120909418546512
0,117680294127907    -0,120121654127907
0,120590054593023    -0,104572178081395
0,123446587732558    -0,0722259323255814
0,126427317965116    -0,0561370860465116
0,129551761976744    -0,0929899120348837
0,132374584476744    -0,0908288826162791
0,135011111337209    -0,108903108139535
0,137438277383721    -0,0985397478488372
0,140074804244186    -0,102820999069767
0,142324545872093    -0,0718870516860465
0,144501543488372    -0,0511514598837209
0,146879030697674    -0,045126126627907
0,149574107616279    -0,0525069824418605
0,151990628197674    -0,046957146627907
0,154201336453488    -0,068090169127907
0,155998645813954    -0,0719935063372093
0,158349519360465    -0,0919803670930233
0,161488157325581    -0,0904704852906977
0,164775831802326    -0,0896330420348837
0,167724625639535    -0,0996113913372093
0,17019082505814    -0,070111033255814
0,172710251802326    -0,0496096416860465
0,175268711918605    -0,0458766319186047
0,178290249767442    -0,0160249734883721
0,181632925813954    -0,0601734915697674
0,186189184883721    -0,0642063486046512
0,18981574    -0,0392107965116279
0,193124705406977    -0,0328252916860465
0,19547025622093    0,075607641744186
0,197256920116279    0,164530986104651
0,198995679418605    0,195661874593023
0,200152486627907    0,248557416511628
0,201186870988372    0,275050430697674
